Month,Department,Complaint Type,Location Type,Zipcode,Borough
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10011,MANHATTAN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10011,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11411,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11221,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11209,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11106,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11103,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11103,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10025,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11209,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10453,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11238,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10025,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11221,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10001,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10453,BRONX
November,New York City Police Department,Noise - House of Worship,House of Worship,11216,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11103,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10024,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,10019,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11205,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10002,MANHATTAN
November,New York City Police Department,Homeless Encampment,Residential Building/House,10001,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11206,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10452,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11219,BROOKLYN
November,Department of Parks and Recreation,Maintenance or Facility,Recreation Center,10001,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11418,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11420,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10310,STATEN ISLAND
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11203,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10001,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11232,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,10014,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10023,MANHATTAN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11104,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,10032,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11234,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10305,STATEN ISLAND
November,New York City Police Department,Noise - Commercial,Store/Commercial,11234,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11103,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10014,MANHATTAN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11205,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11223,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10305,STATEN ISLAND
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10014,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11102,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11378,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10469,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10032,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11418,QUEENS
November,New York City Police Department,Homeless Encampment,Street/Sidewalk,10017,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10470,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,MANHATTAN
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10039,MANHATTAN
November,Department of Health and Mental Hygiene,Rodent,1-2 Family Mixed Use Building,10461,BRONX
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11235,BROOKLYN
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10026,MANHATTAN
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11225,BROOKLYN
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11230,BROOKLYN
November,Department of Health and Mental Hygiene,Rodent,Commercial Building,10033,MANHATTAN
November,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10025,MANHATTAN
November,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10466,BRONX
November,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11225,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10463,BRONX
November,New York City Police Department,Noise - Commercial,Store/Commercial,10032,MANHATTAN
November,New York City Police Department,Noise - House of Worship,House of Worship,11218,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11220,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11231,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10031,MANHATTAN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11215,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10019,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10473,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11101,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11203,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10301,STATEN ISLAND
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10009,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11228,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11205,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11420,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10467,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10019,MANHATTAN
November,New York City Police Department,Drinking,Club/Bar/Restaurant,11230,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11354,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11218,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11106,QUEENS
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11364,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10036,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10009,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11372,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11225,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11225,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11106,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11204,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10014,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11101,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11209,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11220,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11249,BROOKLYN
November,New York City Police Department,Noise - House of Worship,House of Worship,11238,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11103,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11375,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10468,BRONX
November,New York City Police Department,Drinking,Club/Bar/Restaurant,11230,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10306,STATEN ISLAND
November,Manhattan 05,Sanitation Condition,Street,10017,MANHATTAN
November,Department of Parks and Recreation,Violation of Park Rules,Park,11375,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10128,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11219,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10017,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11357,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11372,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11233,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11357,QUEENS
November,New York City Police Department,Noise - House of Worship,House of Worship,11218,BROOKLYN
November,New York City Police Department,Noise - Park,Park/Playground,11375,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10309,STATEN ISLAND
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10034,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11101,QUEENS
November,BCC - Queens East,Derelict Vehicles,Street,11422,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11209,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11101,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10312,STATEN ISLAND
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11379,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11103,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11422,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10033,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11416,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10312,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11368,QUEENS
